age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
30,unemployed,single,secondary,no,40,no,no,cellular,5,133,1,-1,0,unknown,no
27,management,single,unknown,no,3196,no,no,cellular,9,10,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,2561,yes,no,unknown,20,135,2,-1,0,unknown,no
50,management,married,secondary,no,42,yes,no,cellular,13,85,2,265,4,other,no
55,technician,married,tertiary,no,255,no,no,cellular,22,114,1,-1,0,unknown,no
32,admin.,single,secondary,no,620,yes,no,unknown,26,1234,3,-1,0,unknown,yes
36,admin.,divorced,secondary,no,592,no,no,cellular,14,96,7,93,7,success,no
58,admin.,married,secondary,no,169,no,no,cellular,13,880,1,92,8,success,yes
34,management,married,tertiary,no,1006,yes,no,cellular,19,783,3,195,2,other,yes
56,housemaid,married,primary,no,445,no,no,cellular,21,13,6,-1,0,unknown,no
30,admin.,single,secondary,no,382,yes,no,cellular,19,369,1,191,1,failure,no
37,blue-collar,married,primary,no,0,no,no,cellular,18,850,2,-1,0,unknown,no
40,blue-collar,married,primary,no,48,no,no,unknown,9,100,5,-1,0,unknown,no
31,management,single,tertiary,no,533,no,no,cellular,12,90,3,93,6,success,yes
31,technician,single,secondary,no,7567,no,no,cellular,14,287,1,276,2,failure,no
37,admin.,married,secondary,no,274,yes,no,unknown,27,731,3,-1,0,unknown,yes
33,entrepreneur,married,tertiary,no,606,yes,no,cellular,2,194,1,-1,0,unknown,no
40,technician,married,secondary,no,17,no,no,telephone,17,192,1,-1,0,unknown,no
36,admin.,single,tertiary,no,2317,yes,no,cellular,19,56,2,-1,0,unknown,no
33,management,single,tertiary,no,3143,no,no,cellular,29,421,2,-1,0,unknown,yes
21,entrepreneur,single,tertiary,no,2077,no,no,cellular,5,323,1,-1,0,unknown,yes
53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,796,5,154,1,failure,yes
46,blue-collar,married,primary,no,2093,no,no,unknown,5,128,2,-1,0,unknown,no
39,technician,married,tertiary,no,-1099,yes,no,cellular,30,56,9,-1,0,unknown,no
36,technician,married,tertiary,no,911,yes,yes,cellular,25,117,2,21,3,failure,yes
26,technician,single,secondary,no,-859,yes,no,unknown,19,297,1,-1,0,unknown,no
61,retired,married,secondary,no,86,no,no,cellular,23,149,1,-1,0,unknown,yes
31,unemployed,single,tertiary,no,133,yes,no,unknown,9,480,2,-1,0,unknown,no
34,technician,married,secondary,no,260,yes,no,cellular,22,142,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,0,yes,no,unknown,9,133,1,-1,0,unknown,no
49,technician,married,secondary,no,2400,no,no,cellular,21,262,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,64,yes,no,cellular,18,302,3,-1,0,unknown,no
37,unemployed,divorced,secondary,no,74,yes,no,cellular,6,120,1,275,1,failure,no
62,housemaid,married,tertiary,no,1528,no,no,cellular,15,134,2,184,1,success,yes
53,blue-collar,single,secondary,no,2430,yes,yes,cellular,19,73,2,145,3,failure,no
51,entrepreneur,married,primary,no,805,yes,no,cellular,8,132,4,-1,0,unknown,no
45,management,divorced,tertiary,no,-96,no,yes,cellular,20,95,2,-1,0,unknown,no
27,blue-collar,married,primary,no,-413,no,yes,unknown,27,422,6,-1,0,unknown,yes
35,blue-collar,married,unknown,no,1201,no,no,unknown,18,537,1,-1,0,unknown,yes
61,management,married,tertiary,no,3371,no,no,cellular,28,299,2,-1,0,unknown,yes
43,admin.,married,secondary,no,0,yes,no,cellular,4,175,1,-1,0,unknown,no
37,admin.,married,secondary,no,2061,yes,yes,cellular,22,459,1,109,3,failure,yes
60,retired,married,unknown,no,2150,yes,yes,cellular,9,119,1,-1,0,unknown,no
48,admin.,single,secondary,no,1544,yes,no,telephone,30,263,1,450,2,failure,yes
78,retired,married,unknown,no,4807,no,no,telephone,22,1002,4,-1,0,unknown,yes
44,entrepreneur,divorced,tertiary,no,134,yes,no,cellular,12,78,5,-1,0,unknown,no
26,student,single,tertiary,no,97,no,no,cellular,27,382,1,-1,0,unknown,no
52,management,married,primary,no,98,yes,no,cellular,17,402,1,345,2,failure,no
36,entrepreneur,married,tertiary,no,4576,yes,no,cellular,7,272,1,-1,0,unknown,no
24,self-employed,single,tertiary,no,2376,no,no,cellular,11,123,1,106,1,success,no
40,management,married,secondary,no,18,yes,no,cellular,5,166,1,8,2,other,no
55,management,divorced,tertiary,no,141,yes,no,cellular,28,154,5,-1,0,unknown,no
39,management,married,tertiary,no,756,yes,no,unknown,2,268,1,-1,0,unknown,no
54,management,married,tertiary,no,1090,no,no,cellular,21,160,7,-1,0,unknown,no
28,admin.,single,secondary,no,762,no,no,cellular,18,115,3,-1,0,unknown,yes
56,management,married,tertiary,no,616,no,no,cellular,13,293,2,105,2,success,yes
53,blue-collar,married,secondary,no,2047,no,no,telephone,30,342,6,-1,0,unknown,no
51,retired,married,tertiary,no,746,no,no,cellular,25,372,5,-1,0,unknown,yes
53,retired,married,secondary,no,1296,yes,no,unknown,17,115,1,-1,0,unknown,no
50,blue-collar,married,primary,no,40,yes,no,unknown,8,152,1,-1,0,unknown,no
43,blue-collar,married,primary,no,-93,yes,no,unknown,26,402,2,-1,0,unknown,no
52,admin.,married,secondary,no,347,no,no,cellular,11,217,2,-1,0,unknown,no
52,management,single,tertiary,no,597,no,no,cellular,25,84,4,-1,0,unknown,no
38,services,single,secondary,no,895,yes,no,cellular,12,1531,1,-1,0,unknown,yes
34,technician,married,secondary,no,1569,no,no,cellular,11,149,2,-1,0,unknown,no
33,unknown,single,unknown,no,1,no,no,unknown,5,198,1,-1,0,unknown,no
33,entrepreneur,single,secondary,no,278,no,no,cellular,1,563,5,-1,0,unknown,yes
45,management,married,tertiary,no,1300,no,no,cellular,30,135,3,-1,0,unknown,no
45,technician,married,secondary,no,3241,no,no,cellular,12,84,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,-191,yes,no,unknown,19,958,7,-1,0,unknown,yes
31,technician,single,secondary,no,2377,yes,no,cellular,11,350,3,-1,0,unknown,no
55,management,married,unknown,no,0,no,no,unknown,5,353,2,-1,0,unknown,no
22,student,single,secondary,no,10971,no,no,cellular,28,181,2,-1,0,unknown,no
27,services,married,primary,no,-90,no,yes,cellular,8,175,1,-1,0,unknown,no
53,retired,married,secondary,no,6095,yes,yes,cellular,14,410,5,-1,0,unknown,no
48,management,divorced,secondary,no,122,yes,no,telephone,7,325,1,-1,0,unknown,no
56,unemployed,married,secondary,no,1340,no,yes,telephone,30,197,6,-1,0,unknown,no
61,retired,married,tertiary,no,5267,no,no,cellular,18,212,7,188,3,success,no
38,management,married,tertiary,no,1066,yes,no,cellular,28,86,1,189,1,failure,no
37,blue-collar,married,secondary,no,342,yes,no,cellular,12,340,2,175,1,failure,no
43,self-employed,married,secondary,no,5564,no,no,cellular,20,45,5,154,2,failure,no
26,student,single,secondary,no,1608,no,no,cellular,10,89,2,102,2,success,no
42,management,married,primary,no,0,no,no,unknown,9,108,1,-1,0,unknown,no
25,student,single,secondary,no,154,no,no,cellular,2,382,1,183,3,success,yes
58,retired,married,secondary,no,919,yes,yes,cellular,30,329,2,346,2,failure,no
44,services,single,secondary,no,618,no,no,cellular,12,193,1,-1,0,unknown,yes
36,services,married,secondary,no,1981,no,no,unknown,17,48,2,-1,0,unknown,no
42,technician,divorced,secondary,no,611,yes,no,cellular,16,804,2,262,5,failure,no
43,blue-collar,married,primary,no,6614,no,no,unknown,30,192,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,1818,yes,no,unknown,21,273,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,1407,yes,no,cellular,14,112,1,370,1,failure,no
41,management,married,primary,no,733,yes,no,cellular,7,69,1,335,7,failure,no
54,services,divorced,tertiary,no,413,no,no,cellular,7,39,9,-1,0,unknown,no
45,management,married,tertiary,no,2022,no,no,unknown,30,340,1,-1,0,unknown,no
46,management,married,tertiary,no,1139,no,no,cellular,31,466,4,-1,0,unknown,no
59,technician,divorced,tertiary,no,3331,yes,no,cellular,24,43,3,-1,0,unknown,no
57,admin.,divorced,secondary,no,18268,yes,no,cellular,19,68,1,-1,0,unknown,no
35,management,single,tertiary,no,331,no,no,cellular,14,857,2,-1,0,unknown,yes
37,blue-collar,married,primary,no,178,yes,yes,unknown,9,72,1,-1,0,unknown,no
55,services,married,secondary,no,617,yes,no,cellular,20,529,3,-1,0,unknown,no
45,technician,married,secondary,no,0,yes,yes,telephone,9,74,1,-1,0,unknown,no
32,blue-collar,married,primary,no,131,yes,no,unknown,21,212,2,-1,0,unknown,no
66,retired,married,tertiary,no,2262,no,no,cellular,22,155,1,-1,0,unknown,no
61,retired,married,secondary,no,123,no,no,cellular,7,112,2,-1,0,unknown,no
35,admin.,married,secondary,no,1286,yes,no,cellular,5,862,3,337,1,other,yes
42,blue-collar,married,primary,no,-336,yes,no,telephone,15,12,6,-1,0,unknown,no
36,technician,married,secondary,no,569,yes,no,cellular,9,265,1,323,5,failure,no
30,blue-collar,single,secondary,no,161,no,yes,telephone,8,298,3,-1,0,unknown,yes
48,management,married,tertiary,no,1533,no,no,unknown,29,358,1,-1,0,unknown,no
33,technician,single,secondary,no,31,no,yes,cellular,25,131,3,-1,0,unknown,no
32,management,single,tertiary,no,124,no,no,cellular,4,87,2,-1,0,unknown,no
43,management,married,tertiary,no,839,no,no,cellular,22,942,1,-1,0,unknown,yes
35,management,married,secondary,no,674,no,no,cellular,8,87,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,661,yes,no,unknown,12,162,4,-1,0,unknown,no
28,admin.,single,secondary,no,392,yes,yes,cellular,4,214,2,259,2,failure,no
53,blue-collar,married,primary,no,751,yes,no,cellular,3,1528,2,-1,0,unknown,yes
41,management,married,tertiary,no,666,yes,no,unknown,21,253,3,-1,0,unknown,no
49,admin.,divorced,secondary,no,132,yes,no,cellular,15,98,1,350,1,failure,no
57,retired,single,secondary,no,976,yes,no,cellular,9,98,1,-1,0,unknown,no
38,self-employed,divorced,tertiary,no,6447,no,no,cellular,12,296,1,-1,0,unknown,no
54,blue-collar,married,primary,no,781,yes,no,unknown,9,103,2,-1,0,unknown,no
35,self-employed,single,secondary,no,690,yes,no,cellular,17,1012,1,-1,0,unknown,no
23,management,single,secondary,no,85,yes,no,unknown,19,109,2,-1,0,unknown,no
60,entrepreneur,married,primary,no,2408,no,no,telephone,20,102,4,-1,0,unknown,no
47,services,single,secondary,no,917,no,no,cellular,29,293,2,-1,0,unknown,no
53,technician,married,secondary,no,8417,yes,no,unknown,14,435,1,-1,0,unknown,no
42,unemployed,single,secondary,no,714,no,no,cellular,31,145,4,-1,0,unknown,no
49,entrepreneur,married,primary,no,10772,no,no,cellular,8,89,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,388,yes,yes,cellular,6,644,1,355,2,failure,no
35,management,single,tertiary,no,560,yes,no,unknown,6,181,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,205,yes,yes,cellular,15,1313,7,312,1,failure,yes
37,technician,single,tertiary,no,6101,no,no,cellular,6,141,1,-1,0,unknown,yes
28,admin.,single,secondary,no,119,no,no,cellular,19,260,3,-1,0,unknown,no
28,technician,single,secondary,no,126,no,no,cellular,3,229,1,-1,0,unknown,no
51,retired,married,tertiary,no,580,no,no,cellular,19,694,2,-1,0,unknown,yes
35,blue-collar,married,secondary,no,860,yes,no,unknown,5,884,4,-1,0,unknown,yes
27,unknown,single,unknown,no,326,no,no,cellular,22,326,1,-1,0,unknown,yes
38,technician,married,secondary,no,740,no,no,cellular,7,259,3,-1,0,unknown,no
54,self-employed,married,secondary,no,534,yes,no,cellular,2,165,1,188,4,failure,no
42,admin.,divorced,secondary,no,256,no,no,cellular,8,322,1,323,1,failure,no
34,management,married,tertiary,no,986,yes,no,unknown,2,105,11,-1,0,unknown,no
44,blue-collar,married,primary,no,401,yes,no,cellular,18,41,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,-102,yes,no,cellular,14,334,3,-1,0,unknown,no
33,technician,single,tertiary,no,2565,yes,no,cellular,13,128,2,-1,0,unknown,no
43,technician,married,tertiary,no,4333,yes,no,cellular,20,1490,3,-1,0,unknown,yes
37,management,married,tertiary,no,26,no,no,cellular,16,114,4,-1,0,unknown,no
62,self-employed,divorced,secondary,no,0,yes,no,cellular,20,158,1,-1,0,unknown,yes
82,retired,married,primary,no,243,no,no,cellular,26,275,1,180,2,success,yes
48,technician,married,secondary,no,427,no,no,unknown,14,201,1,-1,0,unknown,no
49,services,married,secondary,no,884,yes,no,telephone,8,201,3,-1,0,unknown,no
28,management,single,tertiary,no,6321,yes,no,unknown,2,204,5,-1,0,unknown,no
42,management,single,tertiary,no,1113,yes,yes,cellular,18,89,2,162,12,failure,no
33,management,single,tertiary,no,4176,no,no,cellular,26,288,3,-1,0,unknown,yes
33,management,married,secondary,no,3935,yes,no,cellular,6,765,1,342,2,failure,yes
27,student,single,tertiary,no,118,no,no,cellular,31,160,3,98,1,failure,yes
35,blue-collar,divorced,secondary,no,105,yes,yes,unknown,28,118,1,-1,0,unknown,no
54,technician,married,secondary,no,473,no,yes,cellular,2,182,1,81,1,failure,yes
45,blue-collar,married,primary,no,1335,yes,no,cellular,12,88,2,-1,0,unknown,no
37,admin.,divorced,secondary,no,673,yes,no,unknown,2,509,2,-1,0,unknown,no
33,services,married,secondary,no,248,yes,no,unknown,4,132,2,-1,0,unknown,no
35,admin.,married,secondary,no,1098,yes,yes,unknown,2,143,2,-1,0,unknown,no
32,technician,married,secondary,no,342,yes,no,cellular,29,146,3,-1,0,unknown,no
39,services,married,secondary,no,124,yes,no,cellular,31,81,5,-1,0,unknown,no
62,management,married,tertiary,no,0,no,no,cellular,13,78,3,-1,0,unknown,no
52,admin.,divorced,secondary,no,-402,yes,no,cellular,21,151,1,-1,0,unknown,no
30,services,single,secondary,no,595,yes,no,cellular,17,172,1,-1,0,unknown,no
43,admin.,married,secondary,no,1375,yes,no,cellular,18,95,1,-1,0,unknown,no
80,retired,married,secondary,no,668,no,no,telephone,8,250,1,371,1,success,yes
60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,1015,1,-1,0,unknown,yes
41,services,single,secondary,no,1629,yes,no,unknown,20,85,1,-1,0,unknown,no
44,services,married,secondary,no,1422,yes,no,unknown,20,129,8,-1,0,unknown,no
30,services,single,secondary,no,193,yes,no,cellular,29,326,1,244,2,failure,no
42,entrepreneur,married,tertiary,no,42045,no,no,cellular,8,205,2,-1,0,unknown,no
45,blue-collar,married,unknown,no,2056,no,yes,unknown,11,191,1,-1,0,unknown,no
30,management,single,tertiary,no,872,yes,no,cellular,15,61,1,298,2,failure,no
60,blue-collar,married,primary,no,2221,no,no,cellular,6,2191,2,-1,0,unknown,no
60,retired,married,secondary,no,-240,no,no,cellular,11,152,6,-1,0,unknown,no
60,retired,married,secondary,no,404,no,no,cellular,5,308,2,196,2,failure,yes
29,blue-collar,single,primary,no,215,yes,no,cellular,13,137,3,-1,0,unknown,no
45,services,married,secondary,no,1306,no,no,unknown,11,125,3,-1,0,unknown,no
26,blue-collar,single,primary,no,1538,no,yes,cellular,28,97,3,-1,0,unknown,no
56,services,divorced,secondary,no,1007,no,no,cellular,29,88,6,-1,0,unknown,no
71,retired,married,secondary,no,1998,no,no,cellular,23,201,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,233,yes,no,cellular,13,66,1,176,1,failure,no
46,technician,married,tertiary,no,0,no,no,unknown,6,159,1,-1,0,unknown,no
35,management,divorced,tertiary,no,473,no,yes,cellular,5,37,2,-1,0,unknown,no
32,admin.,married,secondary,no,8749,yes,yes,unknown,21,294,1,-1,0,unknown,yes
37,technician,single,unknown,no,334,no,yes,cellular,25,442,12,-1,0,unknown,no
31,technician,single,tertiary,no,13711,yes,no,cellular,20,1532,3,-1,0,unknown,yes
24,admin.,single,secondary,no,66,yes,no,unknown,3,825,1,-1,0,unknown,no
29,management,married,tertiary,no,205,no,no,cellular,4,787,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,922,no,yes,cellular,14,151,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,99,yes,no,cellular,15,166,2,-1,0,unknown,no
37,self-employed,single,tertiary,no,281,yes,no,unknown,5,869,2,-1,0,unknown,no
45,management,married,tertiary,no,199,no,no,unknown,19,95,5,-1,0,unknown,no
24,self-employed,single,tertiary,no,2984,yes,no,unknown,27,935,1,-1,0,unknown,yes
36,blue-collar,married,secondary,no,-251,yes,no,unknown,7,162,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,10142,yes,no,cellular,20,249,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,1232,yes,no,cellular,16,258,1,316,2,failure,no
34,technician,single,secondary,no,486,yes,no,cellular,16,204,1,328,2,failure,no
33,services,single,secondary,no,-198,yes,no,cellular,15,256,1,359,3,success,no
29,services,single,secondary,no,695,no,no,unknown,3,97,1,-1,0,unknown,no
41,services,married,secondary,no,241,yes,yes,unknown,4,144,1,-1,0,unknown,no
40,services,married,primary,no,1082,yes,no,unknown,30,854,2,-1,0,unknown,yes
46,management,married,tertiary,no,273,yes,no,cellular,10,583,6,53,6,success,yes
32,admin.,married,tertiary,no,227,no,no,cellular,21,148,2,-1,0,unknown,no
28,services,single,secondary,no,0,no,no,cellular,2,188,1,206,2,other,no
28,technician,single,secondary,no,389,yes,no,cellular,11,15,7,-1,0,unknown,no
38,technician,married,secondary,yes,238,no,no,cellular,30,376,8,-1,0,unknown,no
35,management,divorced,tertiary,no,434,yes,no,cellular,11,277,1,271,2,success,no
47,technician,married,secondary,no,349,yes,yes,cellular,2,112,1,273,1,failure,no
31,management,married,tertiary,no,1260,no,yes,unknown,21,93,1,-1,0,unknown,no
35,management,married,tertiary,no,5057,yes,no,unknown,4,193,10,-1,0,unknown,no
31,unknown,married,secondary,no,111,no,no,cellular,21,504,2,93,2,failure,yes
27,admin.,single,unknown,no,5,yes,no,cellular,17,225,2,-1,0,unknown,no
35,technician,married,secondary,no,51,yes,no,unknown,14,824,2,-1,0,unknown,no
34,technician,divorced,unknown,no,975,yes,no,cellular,30,263,2,191,1,other,no
32,technician,married,secondary,no,524,no,no,cellular,5,493,1,-1,0,unknown,no
61,management,married,secondary,no,544,no,no,cellular,29,63,3,200,9,success,yes
42,services,married,secondary,no,0,yes,no,cellular,9,431,1,-1,0,unknown,no
36,blue-collar,married,primary,no,38,yes,yes,cellular,13,285,2,335,1,other,no
45,technician,married,secondary,no,0,yes,yes,telephone,2,111,2,208,1,failure,no
41,technician,married,secondary,no,359,yes,no,cellular,17,210,1,-1,0,unknown,no
37,management,single,tertiary,no,23867,no,no,unknown,20,188,3,-1,0,unknown,no
47,self-employed,married,tertiary,no,751,no,no,cellular,24,408,14,-1,0,unknown,no
36,blue-collar,married,secondary,no,89,yes,no,cellular,7,62,6,366,2,failure,no
28,technician,single,tertiary,no,1628,yes,no,cellular,25,1422,2,-1,0,unknown,yes
52,blue-collar,married,primary,no,306,no,no,cellular,28,223,1,-1,0,unknown,yes
34,services,married,secondary,no,586,yes,yes,unknown,8,224,2,-1,0,unknown,no
58,retired,married,unknown,no,928,no,no,telephone,4,152,2,-1,0,unknown,no
30,technician,single,tertiary,no,655,no,no,cellular,6,384,2,-1,0,unknown,yes
60,retired,divorced,tertiary,no,4,yes,no,cellular,2,415,1,190,5,failure,yes
35,blue-collar,married,primary,no,102,yes,no,unknown,20,1334,1,-1,0,unknown,yes
46,services,married,secondary,no,273,no,no,cellular,22,565,2,-1,0,unknown,yes
57,retired,married,primary,no,0,no,no,cellular,5,147,2,-1,0,unknown,no
71,retired,married,secondary,no,2850,no,no,cellular,17,185,1,-1,0,unknown,yes
23,unemployed,single,secondary,no,-503,yes,no,cellular,5,92,1,342,4,other,no
35,technician,married,secondary,no,0,no,no,cellular,28,19,14,-1,0,unknown,no
32,blue-collar,married,secondary,no,598,yes,no,unknown,16,179,2,-1,0,unknown,no
36,services,divorced,secondary,no,532,yes,no,cellular,29,391,1,241,1,failure,no
38,entrepreneur,single,tertiary,no,638,yes,no,unknown,9,150,1,-1,0,unknown,no
22,admin.,single,secondary,no,118,yes,no,cellular,15,564,3,-1,0,unknown,no
52,management,married,tertiary,no,-1112,yes,no,cellular,9,94,1,-1,0,unknown,no
46,management,married,primary,no,589,no,no,cellular,29,200,2,-1,0,unknown,no
38,management,single,tertiary,no,11971,yes,no,cellular,8,327,3,-1,0,unknown,no
51,technician,married,secondary,no,1446,yes,no,unknown,4,84,7,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,3823,yes,yes,cellular,17,647,2,-1,0,unknown,no
56,admin.,married,unknown,no,1933,no,no,telephone,19,44,2,-1,0,unknown,no
46,blue-collar,single,secondary,no,57,yes,no,unknown,14,194,4,-1,0,unknown,no
34,admin.,married,secondary,no,-33,yes,yes,cellular,10,961,1,-1,0,unknown,yes
40,management,single,tertiary,no,157,yes,no,unknown,15,68,2,-1,0,unknown,no
33,management,married,tertiary,no,5,yes,no,unknown,7,12,1,-1,0,unknown,no
40,technician,married,tertiary,no,1554,no,no,cellular,30,99,1,-1,0,unknown,no
43,technician,single,tertiary,no,58,no,no,cellular,22,97,2,-1,0,unknown,no
45,admin.,married,secondary,no,967,no,no,unknown,9,63,1,-1,0,unknown,no
31,admin.,married,secondary,no,355,yes,no,cellular,18,530,1,193,1,failure,no
46,management,married,tertiary,no,2817,no,no,cellular,17,543,1,-1,0,unknown,yes
51,retired,married,secondary,no,0,yes,no,cellular,11,146,4,-1,0,unknown,no
32,technician,single,secondary,no,0,no,no,cellular,20,92,4,-1,0,unknown,no
39,admin.,divorced,tertiary,no,1087,no,yes,cellular,23,85,2,-1,0,unknown,no
32,blue-collar,married,primary,no,39,yes,no,cellular,7,128,1,-1,0,unknown,no
58,technician,married,primary,no,4015,no,no,unknown,20,106,3,-1,0,unknown,no
45,admin.,married,secondary,no,5244,yes,no,unknown,29,18,16,-1,0,unknown,no
24,student,single,secondary,no,597,yes,no,cellular,20,943,3,-1,0,unknown,yes
38,management,married,tertiary,no,1221,yes,no,unknown,3,258,1,-1,0,unknown,no
50,management,married,tertiary,no,414,yes,no,cellular,3,707,1,302,3,failure,yes
51,blue-collar,married,secondary,no,145,no,yes,cellular,18,313,1,-1,0,unknown,no
51,technician,married,secondary,no,1174,yes,no,cellular,15,301,1,-1,0,unknown,no
23,technician,single,secondary,no,4,yes,no,cellular,8,763,1,-1,0,unknown,yes
44,technician,single,tertiary,no,2033,no,no,cellular,3,444,1,99,1,failure,yes
39,management,single,tertiary,no,122,yes,no,cellular,5,787,1,-1,0,unknown,no
36,housemaid,divorced,secondary,no,181,yes,no,cellular,18,354,1,-1,0,unknown,no
41,unemployed,married,secondary,no,0,yes,yes,cellular,5,400,1,-1,0,unknown,yes
33,self-employed,single,tertiary,no,94,yes,no,cellular,5,955,2,-1,0,unknown,yes
42,unemployed,married,secondary,no,356,yes,no,cellular,7,787,3,356,2,failure,yes
46,management,married,secondary,no,0,no,no,telephone,25,67,10,-1,0,unknown,no
41,management,divorced,tertiary,no,369,yes,no,telephone,22,9,3,-1,0,unknown,no
36,services,single,secondary,no,-295,yes,yes,unknown,27,132,3,-1,0,unknown,no
44,services,married,secondary,no,-63,no,no,unknown,6,392,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,53,no,no,cellular,20,113,1,-1,0,unknown,no
35,technician,married,secondary,no,0,yes,yes,cellular,17,199,1,-1,0,unknown,no
46,management,married,tertiary,no,1720,no,no,cellular,5,250,2,-1,0,unknown,no
25,student,single,secondary,no,1747,yes,no,cellular,24,903,1,-1,0,unknown,yes
39,management,married,tertiary,no,93,yes,no,cellular,28,65,1,95,5,failure,no
28,technician,single,secondary,no,313,no,no,cellular,9,1183,2,-1,0,unknown,yes
46,admin.,divorced,secondary,no,778,yes,no,cellular,20,106,3,-1,0,unknown,no
30,blue-collar,divorced,primary,no,-242,no,yes,cellular,25,124,2,-1,0,unknown,no
34,technician,married,tertiary,no,3160,yes,no,cellular,13,726,1,-1,0,unknown,no
51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,117,1,-1,0,unknown,no
44,services,divorced,secondary,no,0,yes,yes,unknown,13,97,1,-1,0,unknown,no
42,technician,single,tertiary,no,2625,no,no,cellular,29,2516,2,-1,0,unknown,yes
27,admin.,married,tertiary,no,346,no,no,cellular,11,212,1,-1,0,unknown,yes
26,services,single,secondary,yes,0,no,yes,cellular,22,240,10,-1,0,unknown,no
45,blue-collar,married,secondary,no,240,no,no,cellular,18,181,7,-1,0,unknown,no
35,blue-collar,single,secondary,no,-41,yes,no,unknown,2,169,1,-1,0,unknown,no
45,admin.,divorced,secondary,no,0,no,no,cellular,29,264,1,-1,0,unknown,yes
54,services,married,secondary,yes,0,yes,no,unknown,6,138,3,-1,0,unknown,no
46,services,divorced,unknown,no,3390,no,no,unknown,20,152,3,-1,0,unknown,no
38,management,single,tertiary,no,1637,yes,no,cellular,20,150,2,-1,0,unknown,no
41,admin.,married,primary,no,-306,yes,no,unknown,15,500,1,-1,0,unknown,yes
41,technician,single,secondary,no,28,no,no,unknown,16,51,1,-1,0,unknown,no
28,student,single,secondary,no,1925,no,no,cellular,20,147,1,90,1,failure,no
54,unemployed,married,tertiary,no,1180,no,no,cellular,19,394,2,-1,0,unknown,no
37,services,single,tertiary,no,1189,no,no,cellular,13,323,9,199,4,other,yes
51,management,married,tertiary,no,1355,yes,no,unknown,3,272,1,-1,0,unknown,no
42,unemployed,married,unknown,no,190,no,no,cellular,11,704,2,-1,0,unknown,yes
27,admin.,single,secondary,no,454,no,yes,cellular,15,331,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,676,1,-1,0,unknown,yes
39,admin.,divorced,secondary,no,-141,yes,no,unknown,13,148,1,-1,0,unknown,no
27,housemaid,single,secondary,yes,-319,no,yes,cellular,30,89,2,-1,0,unknown,no
40,blue-collar,married,primary,no,-35,yes,no,cellular,18,194,3,-1,0,unknown,no
46,management,divorced,tertiary,no,302,no,no,cellular,18,80,13,-1,0,unknown,no
52,services,married,primary,no,-585,yes,yes,unknown,27,201,2,-1,0,unknown,no
50,admin.,married,secondary,no,3608,yes,no,cellular,13,176,2,197,2,success,yes
30,unemployed,divorced,tertiary,no,1718,yes,no,cellular,21,73,4,126,2,failure,no
37,management,divorced,tertiary,no,122,yes,no,unknown,19,1622,2,-1,0,unknown,yes
26,admin.,married,secondary,no,1595,no,no,cellular,2,54,1,-1,0,unknown,no
23,student,single,secondary,no,234,yes,no,cellular,18,33,5,354,7,other,no
26,management,single,tertiary,no,2356,yes,no,cellular,23,252,6,-1,0,unknown,no
54,technician,married,tertiary,yes,337,yes,no,unknown,28,302,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,1287,no,no,cellular,23,229,1,-1,0,unknown,no
43,admin.,married,secondary,no,264,yes,no,cellular,17,113,2,-1,0,unknown,no
61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,481,2,-1,0,unknown,yes
32,admin.,single,secondary,no,554,yes,no,cellular,28,101,2,368,5,failure,no
44,admin.,married,secondary,no,5181,yes,yes,cellular,31,18,7,-1,0,unknown,no
46,blue-collar,married,secondary,no,9347,yes,no,cellular,19,138,1,117,1,other,no
48,entrepreneur,married,secondary,no,151,no,no,cellular,16,191,1,-1,0,unknown,no
26,technician,married,tertiary,no,2026,no,no,cellular,22,43,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,1153,no,no,cellular,4,238,3,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15,374,5,-1,0,unknown,no
29,services,married,secondary,no,123,no,yes,cellular,7,151,1,-1,0,unknown,no
35,admin.,married,secondary,no,2137,yes,no,unknown,20,124,1,-1,0,unknown,no
